./instances/ruiz/json/n20m2-01.json,608,609,612,614,612
./instances/ruiz/json/n20m2-02.json,638,626,636,631,635
./instances/ruiz/json/n20m2-03.json,571,566,566,567,571
./instances/ruiz/json/n20m2-04.json,528,523,525,532,524
./instances/ruiz/json/n20m2-05.json,376,375,387,383,386
./instances/ruiz/json/n20m2-06.json,325,323,325,325,324
./instances/ruiz/json/n20m2-07.json,465,458,467,463,461
./instances/ruiz/json/n20m2-08.json,398,388,392,395,389
./instances/ruiz/json/n20m4-01.json,643,646,651,640,643
./instances/ruiz/json/n20m4-02.json,705,690,690,699,703
./instances/ruiz/json/n20m4-03.json,537,535,537,541,537
./instances/ruiz/json/n20m4-04.json,633,625,629,622,630
./instances/ruiz/json/n20m4-05.json,635,621,621,620,621
./instances/ruiz/json/n20m4-06.json,344,344,366,359,344
./instances/ruiz/json/n20m4-07.json,312,308,318,309,312
./instances/ruiz/json/n20m4-08.json,416,411,416,409,416
./instances/ruiz/json/n20m8-01.json,959,951,961,957,956
./instances/ruiz/json/n20m8-02.json,926,930,937,927,912
./instances/ruiz/json/n20m8-03.json,840,818,832,824,830
./instances/ruiz/json/n20m8-04.json,828,827,835,822,806
./instances/ruiz/json/n20m8-05.json,917,912,930,920,930
./instances/ruiz/json/n20m8-06.json,592,560,592,574,576
./instances/ruiz/json/n20m8-07.json,608,588,608,599,599
./instances/ruiz/json/n20m8-08.json,579,578,571,578,577
./instances/ruiz/json/n50m2-01.json,1169,1148,1166,1163,1161
./instances/ruiz/json/n50m2-02.json,1248,1233,1237,1245,1238
./instances/ruiz/json/n50m2-03.json,1272,1260,1272,1267,1261
./instances/ruiz/json/n50m2-04.json,1242,1233,1244,1240,1224
./instances/ruiz/json/n50m2-05.json,1174,1165,1178,1184,1180
./instances/ruiz/json/n50m2-06.json,816,821,825,815,821
./instances/ruiz/json/n50m2-07.json,1152,1142,1144,1151,1145
./instances/ruiz/json/n50m2-08.json,769,753,770,765,758
./instances/ruiz/json/n50m4-01.json,1434,1397,1417,1417,1418
./instances/ruiz/json/n50m4-02.json,1344,1320,1324,1333,1318
./instances/ruiz/json/n50m4-03.json,1418,1418,1428,1408,1409
./instances/ruiz/json/n50m4-04.json,1438,1450,1442,1419,1415
./instances/ruiz/json/n50m4-05.json,1365,1351,1364,1380,1334
./instances/ruiz/json/n50m4-06.json,905,890,906,902,899
./instances/ruiz/json/n50m4-07.json,945,935,945,944,933
./instances/ruiz/json/n50m4-08.json,887,861,888,888,888
./instances/ruiz/json/n50m8-01.json,1649,1592,1651,1649,1622
./instances/ruiz/json/n50m8-02.json,1884,1862,1874,1857,1807
./instances/ruiz/json/n50m8-03.json,1763,1703,1747,1718,1730
./instances/ruiz/json/n50m8-04.json,1841,1783,1835,1845,1817
./instances/ruiz/json/n50m8-05.json,1857,1841,1820,1865,1803
./instances/ruiz/json/n50m8-06.json,1035,956,990,998,951
./instances/ruiz/json/n50m8-07.json,1087,1050,1087,1083,1080
./instances/ruiz/json/n50m8-08.json,1001,954,1009,996,989
./instances/ruiz/json/n80m2-01.json,1967,1951,1964,1960,1967
./instances/ruiz/json/n80m2-02.json,1940,1970,1949,1936,1942
./instances/ruiz/json/n80m2-03.json,2012,2026,2016,2026,2008
./instances/ruiz/json/n80m2-04.json,2084,2095,2091,2089,2084
./instances/ruiz/json/n80m2-05.json,2160,2163,2157,2161,2143
./instances/ruiz/json/n80m2-06.json,1354,1346,1354,1355,1354
./instances/ruiz/json/n80m2-07.json,1423,1425,1420,1419,1427
./instances/ruiz/json/n80m2-08.json,1175,1191,1197,1179,1206
./instances/ruiz/json/n80m4-01.json,2182,2178,2159,2141,2178
./instances/ruiz/json/n80m4-02.json,2220,2218,2222,2206,2213
./instances/ruiz/json/n80m4-03.json,2226,2274,2241,2241,2253
./instances/ruiz/json/n80m4-04.json,2536,2546,2536,2536,2542
./instances/ruiz/json/n80m4-41.json,3834,3888,3819,3813,3849
./instances/ruiz/json/n80m4-42.json,2088,2114,2103,2109,2093
./instances/ruiz/json/n80m4-43.json,3778,3773,3717,3712,3758
./instances/ruiz/json/n80m4-44.json,2016,1995,2015,1997,2016
./instances/ruiz/json/n80m8-01.json,2594,2598,2598,2560,2574
./instances/ruiz/json/n80m8-02.json,2460,2426,2450,2460,2393
./instances/ruiz/json/n80m8-21.json,3015,2926,2998,2987,2949
./instances/ruiz/json/n80m8-22.json,2842,2832,2847,2858,2820
./instances/ruiz/json/n80m8-41.json,3750,3690,3778,3793,3639
./instances/ruiz/json/n80m8-42.json,3774,3798,3779,3868,3755
./instances/ruiz/json/n80m8-61.json,4406,4367,4343,4431,4338
./instances/ruiz/json/n80m8-62.json,4168,3933,4209,4175,4041
./instances/ruiz/json/n120m2-01.json,3155,3170,3157,3148,3142
./instances/ruiz/json/n120m2-02.json,2956,2993,2959,2970,2985
./instances/ruiz/json/n120m2-03.json,3104,3116,3088,3102,3108
./instances/ruiz/json/n120m2-04.json,2944,2965,2941,2952,2932
./instances/ruiz/json/n120m2-41.json,4988,4993,5000,4998,4971
./instances/ruiz/json/n120m2-42.json,5016,5010,5019,5017,4997
./instances/ruiz/json/n120m2-43.json,5835,5880,5842,5849,5855
./instances/ruiz/json/n120m2-44.json,3123,3140,3118,3131,3137
./instances/ruiz/json/n120m4-01.json,3163,3184,3132,3156,3172
./instances/ruiz/json/n120m4-02.json,3132,3149,3122,3137,3097
./instances/ruiz/json/n120m4-21.json,3642,3650,3641,3613,3650
./instances/ruiz/json/n120m4-22.json,3493,3506,3475,3496,3506
./instances/ruiz/json/n120m4-41.json,4459,4552,4418,4436,4481
./instances/ruiz/json/n120m4-42.json,4661,4635,4600,4660,4648
./instances/ruiz/json/n120m4-61.json,5112,5119,5059,5112,4997
./instances/ruiz/json/n120m4-61.json,5112,5119,5059,5112,4997
./instances/ruiz/json/n120m8-01.json,3485,3461,3459,3430,3395
./instances/ruiz/json/n120m8-11.json,5825,5850,5837,5816,5841
./instances/ruiz/json/n120m8-21.json,4229,4237,4207,4170,4166
./instances/ruiz/json/n120m8-31.json,7256,7318,7225,7196,7296
./instances/ruiz/json/n120m8-41.json,5355,5419,5206,5201,5204
./instances/ruiz/json/n120m8-51.json,7347,7378,7305,7388,7393
./instances/ruiz/json/n120m8-61.json,6084,6208,6008,6037,6173
./instances/ruiz/json/n120m8-71.json,10355,10571,10313,10488,10571
